Wat1,Wat2 | Wat1,Wat2 | ...Ten times
start
0.0684, 0.0391, 57.14 | 0.0440, 0.0391, 88.89 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0440, 0.0391, 88.89 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 25100
0.0733, 0.0391, 53.33 | 0.0733, 0.0391, 53.33 | 0.0733, 0.0244, 33.33 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0342, 46.67 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 25200
0.0684, 0.0391, 57.14 | 0.0684, 0.0342, 50.00 | 0.0684, 0.0196, 28.57 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0342, 50.00 | 0.0733, 0.0391, 53.33 | 0.0733, 0.0440, 60.00 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0342, 46.67 | 0.0684, 0.0391, 57.14 | 25300
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0342, 46.67 | 0.0733, 0.0391, 53.33 | 25400
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0342, 50.00 | 0.0733, 0.0391, 53.33 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 25500
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0440, 64.29 | 0.0684, 0.0391, 57.14 | 0.0733, 0.0147, 20.00 | 0.0684, 0.0342, 50.00 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 25600
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0293, 42.86 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 25700
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0440, 64.29 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 25800
0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0342, 0.0391, 114.29 | 0.0733, 0.0391, 53.33 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 25900
0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0342, 50.00 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 26000
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0342, 53.85 | 0.0684, 0.0391, 57.14 | 0.0489, 0.0391, 80.00 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0440, 64.29 | 0.0635, 0.0391, 61.54 | 26100
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 26200
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0342, 50.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 26300
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0342, 53.85 | 0.0635, 0.0342, 53.85 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0440, 64.29 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 26400
0.0635, 0.0391, 61.54 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0538, 84.62 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 26500
0.0538, 0.0391, 72.73 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0440, 81.82 | 26600
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 26700
0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 26800
0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 26900
0.1075, 0.0440, 40.91 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0440, 0.0391, 88.89 | 0.0635, 0.0391, 61.54 | 0.0489, 0.0391, 80.00 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 27000
0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0244, 41.67 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 27100
0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 27200
0.0635, 0.0391, 61.54 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0342, 53.85 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0244, 41.67 | 0.0635, 0.0391, 61.54 | 27300
0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0440, 69.23 | 0.0440, 0.0440, 100.00 | 0.0635, 0.0440, 69.23 | 0.0538, 0.0391, 72.73 | 0.0635, 0.0440, 69.23 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0440, 69.23 | 27400
0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0587, 0.0929, 158.33 | 0.0635, 0.0391, 61.54 | 27500
0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0440, 69.23 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0440, 81.82 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0440, 69.23 | 27600
0.0489, 0.0440, 90.00 | 0.0538, 0.0489, 90.91 | 0.0587, 0.0440, 75.00 | 0.0978, 0.0440, 45.00 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 27700
0.0587, 0.0489, 83.33 | 0.0587, 0.0489, 83.33 | 0.0733, 0.0489, 66.67 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0293, 50.00 | 27800
0.0635, 0.0587, 92.31 | 0.0831, 0.0587, 70.59 | 0.0635, 0.0538, 84.62 | 0.0440, 0.0587, 133.33 | 0.0587, 0.0587, 100.00 | 0.0635, 0.0587, 92.31 | 0.0587, 0.0538, 91.67 | 0.0635, 0.0587, 92.31 | 0.0635, 0.0587, 92.31 | 0.0635, 0.0587, 92.31 | 27900
0.0587, 0.0538, 91.67 | 0.0635, 0.0538, 84.62 | 0.0635, 0.0538, 84.62 | 0.0635, 0.0538, 84.62 | 0.0635, 0.0538, 84.62 | 0.0587, 0.0538, 91.67 | 0.0587, 0.0538, 91.67 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0538, 91.67 | 0.0635, 0.0538, 84.62 | 28000
0.0587, 0.0489, 83.33 | 0.0587, 0.0538, 91.67 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0538, 0.0489, 90.91 | 0.0684, 0.0538, 78.57 | 0.0635, 0.0538, 84.62 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0538, 91.67 | 0.0635, 0.0538, 84.62 | 28100
0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0733, 115.38 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 28200
0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 28300
0.0635, 0.0440, 69.23 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0440, 75.00 | 0.0635, 0.0489, 76.92 | 0.0782, 0.0489, 62.50 | 0.0538, 0.0489, 90.91 | 0.0978, 0.0489, 50.00 | 0.0635, 0.0489, 76.92 | 28400
0.0587, 0.0489, 83.33 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 28500
0.0635, 0.0489, 76.92 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0684, 0.0489, 71.43 | 0.0587, 0.0489, 83.33 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0342, 50.00 | 28600
0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0733, 0.0293, 40.00 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0782, 0.0489, 62.50 | 0.0733, 0.0489, 66.67 | 0.0684, 0.0489, 71.43 | 28700
0.0782, 0.0489, 62.50 | 0.0733, 0.0489, 66.67 | 0.0684, 0.0538, 78.57 | 0.0782, 0.0489, 62.50 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0684, 0.0489, 71.43 | 0.0733, 0.0489, 66.67 | 0.0782, 0.0489, 62.50 | 28800
0.0733, 0.0489, 66.67 | 0.0831, 0.0538, 64.71 | 0.0733, 0.0538, 73.33 | 0.0782, 0.0538, 68.75 | 0.0782, 0.0489, 62.50 | 0.0733, 0.0538, 73.33 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.1173, 0.0538, 45.83 | 0.0880, 0.0538, 61.11 | 28900
0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0782, 0.0489, 62.50 | 0.0733, 0.0538, 73.33 | 0.0684, 0.0635, 92.86 | 0.0782, 0.0538, 68.75 | 0.0733, 0.0587, 80.00 | 0.0831, 0.0538, 64.71 | 0.0782, 0.0538, 68.75 | 0.0831, 0.0489, 58.82 | 29000
0.0733, 0.0538, 73.33 | 0.0782, 0.0538, 68.75 | 0.0782, 0.0538, 68.75 | 0.0831, 0.0538, 64.71 | 0.0782, 0.0538, 68.75 | 0.0782, 0.0587, 75.00 | 0.0733, 0.0489, 66.67 | 0.0782, 0.0538, 68.75 | 0.0831, 0.0538, 64.71 | 0.0831, 0.0489, 58.82 | 29100
0.0831, 0.0538, 64.71 | 0.0880, 0.0538, 61.11 | 0.0831, 0.0489, 58.82 | 0.0880, 0.0538, 61.11 | 0.0782, 0.0538, 68.75 | 0.0782, 0.0489, 62.50 | 0.0880, 0.0538, 61.11 | 0.0831, 0.0440, 52.94 | 0.0831, 0.0538, 64.71 | 0.0782, 0.0489, 62.50 | 29200
0.0831, 0.0538, 64.71 | 0.0831, 0.0440, 52.94 | 0.0831, 0.0538, 64.71 | 0.0880, 0.0538, 61.11 | 0.0831, 0.0538, 64.71 | 0.0880, 0.0538, 61.11 | 0.0929, 0.0538, 57.89 | 0.0831, 0.0440, 52.94 | 0.0880, 0.0587, 66.67 | 0.0880, 0.0538, 61.11 | 29300
0.0831, 0.0587, 70.59 | 0.0880, 0.0782, 88.89 | 0.0831, 0.0538, 64.71 | 0.0880, 0.0440, 50.00 | 0.0880, 0.0538, 61.11 | 0.0880, 0.0538, 61.11 | 0.0880, 0.0538, 61.11 | 0.0831, 0.0538, 64.71 | 0.0831, 0.0587, 70.59 | 0.0831, 0.0391, 47.06 | 29400
0.0831, 0.0538, 64.71 | 0.0978, 0.0538, 55.00 | 0.0880, 0.0538, 61.11 | 0.0929, 0.0587, 63.16 | 0.0978, 0.0538, 55.00 | 0.0929, 0.0538, 57.89 | 0.0880, 0.0538, 61.11 | 0.0880, 0.0587, 66.67 | 0.0880, 0.0538, 61.11 | 0.0929, 0.0587, 63.16 | 29500
0.0978, 0.0538, 55.00 | 0.0978, 0.0538, 55.00 | 0.0929, 0.0587, 63.16 | 0.0929, 0.0587, 63.16 | 0.0929, 0.0538, 57.89 | 0.0929, 0.0929, 100.00 | 0.0929, 0.0538, 57.89 | 0.0929, 0.0587, 63.16 | 0.0831, 0.0538, 64.71 | 0.0978, 0.0538, 55.00 | 29600
0.0978, 0.0587, 60.00 | 0.0978, 0.0538, 55.00 | 0.0929, 0.0538, 57.89 | 0.0978, 0.0587, 60.00 | 0.0978, 0.0587, 60.00 | 0.0929, 0.0587, 63.16 | 0.1026, 0.0587, 57.14 | 0.0978, 0.0538, 55.00 | 0.0929, 0.0587, 63.16 | 0.1173, 0.0587, 50.00 | 29700
0.1026, 0.0587, 57.14 | 0.1026, 0.0587, 57.14 | 0.0978, 0.0538, 55.00 | 0.0978, 0.0538, 55.00 | 0.1026, 0.0538, 52.38 | 0.0978, 0.0587, 60.00 | 0.0978, 0.0587, 60.00 | 0.1026, 0.0587, 57.14 | 0.0978, 0.0587, 60.00 | 0.0978, 0.0587, 60.00 | 29800
0.1026, 0.0684, 66.67 | 0.0978, 0.0538, 55.00 | 0.1026, 0.0587, 57.14 | 0.0978, 0.0587, 60.00 | 0.1075, 0.0587, 54.55 | 0.1075, 0.0587, 54.55 | 0.1075, 0.0587, 54.55 | 0.0978, 0.0587, 60.00 | 0.1026, 0.0489, 47.62 | 0.1026, 0.0587, 57.14 | 29900
0.1026, 0.0538, 52.38 | 0.1124, 0.0587, 52.17 | 0.1026, 0.0587, 57.14 | 0.1026, 0.0587, 57.14 | 0.1026, 0.0587, 57.14 | 0.0978, 0.0587, 60.00 | 0.1124, 0.0587, 52.17 | 0.1026, 0.0587, 57.14 | 0.1124, 0.0587, 52.17 | 0.1026, 0.0635, 61.90 | 30000
0.1173, 0.0587, 50.00 | 0.1124, 0.0587, 52.17 | 0.1124, 0.0587, 52.17 | 0.1124, 0.0587, 52.17 | 0.1075, 0.0587, 54.55 | 0.1075, 0.0342, 31.82 | 0.1075, 0.0587, 54.55 | 0.1124, 0.0587, 52.17 | 0.1124, 0.0587, 52.17 | 0.1124, 0.0587, 52.17 | 30100
0.1124, 0.0587, 52.17 | 0.1173, 0.0587, 50.00 | 0.1222, 0.0587, 48.00 | 0.1222, 0.0733, 60.00 | 0.1173, 0.0587, 50.00 | 0.1075, 0.0587, 54.55 | 0.1124, 0.0587, 52.17 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0587, 54.55 | 0.1124, 0.0587, 52.17 | 30200
0.1173, 0.0587, 50.00 | 0.1173, 0.0635, 54.17 | 0.1222, 0.0587, 48.00 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0538, 45.83 | 0.1173, 0.0538, 45.83 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0587, 50.00 | 30300
0.1369, 0.0587, 42.86 | 0.1271, 0.0587, 46.15 | 0.1173, 0.0587, 50.00 | 0.1222, 0.0587, 48.00 | 0.1222, 0.0587, 48.00 | 0.1222, 0.0587, 48.00 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0587, 50.00 | 0.1173, 0.0587, 50.00 | 0.1320, 0.0587, 44.44 | 30400
0.1271, 0.0587, 46.15 | 0.1222, 0.0635, 52.00 | 0.1271, 0.0587, 46.15 | 0.1320, 0.0587, 44.44 | 0.1271, 0.0587, 46.15 | 0.1271, 0.0587, 46.15 | 0.1271, 0.0635, 50.00 | 0.1320, 0.0587, 44.44 | 0.1271, 0.0587, 46.15 | 0.1222, 0.0587, 48.00 | 30500
0.1271, 0.0587, 46.15 | 0.1320, 0.0587, 44.44 | 0.1369, 0.0635, 46.43 | 0.1320, 0.0587, 44.44 | 0.1320, 0.0587, 44.44 | 0.1369, 0.0587, 42.86 | 0.1369, 0.0587, 42.86 | 0.1369, 0.0635, 46.43 | 0.0978, 0.0587, 60.00 | 0.1271, 0.0587, 46.15 | 30600
0.1271, 0.0587, 46.15 | 0.1271, 0.0587, 46.15 | 0.1271, 0.0587, 46.15 | 0.1466, 0.0587, 40.00 | 0.1222, 0.0587, 48.00 | 0.1271, 0.0587, 46.15 | 0.1271, 0.0587, 46.15 | 0.1320, 0.0635, 48.15 | 0.1320, 0.0587, 44.44 | 0.1271, 0.0587, 46.15 | 30700
0.1369, 0.0587, 42.86 | 0.1369, 0.0635, 46.43 | 0.1222, 0.0538, 44.00 | 0.1320, 0.0587, 44.44 | 0.1369, 0.0635, 46.43 | 0.1320, 0.0587, 44.44 | 0.1222, 0.0587, 48.00 | 0.1320, 0.0635, 48.15 | 0.1369, 0.0587, 42.86 | 0.1271, 0.0635, 50.00 | 30800
0.1417, 0.0635, 44.83 | 0.1417, 0.0635, 44.83 | 0.1417, 0.0635, 44.83 | 0.1417, 0.0587, 41.38 | 0.1417, 0.0635, 44.83 | 0.1417, 0.0635, 44.83 | 0.1369, 0.0635, 46.43 | 0.1466, 0.0635, 43.33 | 0.1417, 0.0635, 44.83 | 0.1466, 0.0391, 26.67 | 30900
0.1417, 0.0635, 44.83 | 0.1466, 0.0635, 43.33 | 0.1466, 0.0635, 43.33 | 0.1466, 0.0635, 43.33 | 0.1466, 0.0635, 43.33 | 0.1613, 0.0635, 39.39 | 0.1417, 0.0635, 44.83 | 0.1466, 0.0635, 43.33 | 0.1417, 0.0635, 44.83 | 0.1466, 0.0635, 43.33 | 31000
0.1515, 0.0635, 41.94 | 0.1466, 0.0635, 43.33 | 0.1515, 0.0635, 41.94 | 0.1515, 0.0635, 41.94 | 0.1515, 0.0635, 41.94 | 0.1515, 0.0635, 41.94 | 0.1466, 0.0635, 43.33 | 0.1466, 0.0538, 36.67 | 0.1515, 0.0538, 35.48 | 0.1515, 0.0733, 48.39 | 31100
0.1515, 0.0635, 41.94 | 0.1320, 0.0635, 48.15 | 0.1515, 0.0635, 41.94 | 0.1515, 0.0635, 41.94 | 0.1466, 0.0635, 43.33 | 0.1466, 0.0635, 43.33 | 0.1515, 0.0635, 41.94 | 0.1515, 0.0635, 41.94 | 0.1466, 0.0635, 43.33 | 0.1515, 0.0587, 38.71 | 31200
0.1515, 0.0684, 45.16 | 0.1515, 0.0635, 41.94 | 0.1613, 0.0684, 42.42 | 0.1564, 0.0489, 31.25 | 0.1515, 0.0635, 41.94 | 0.1613, 0.0684, 42.42 | 0.1515, 0.0635, 41.94 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 31300
0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1760, 0.0635, 36.11 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0635, 40.63 | 0.1613, 0.0635, 39.39 | 0.1613, 0.0684, 42.42 | 31400
0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1515, 0.0684, 45.16 | 0.1564, 0.0733, 46.87 | 0.1564, 0.0684, 43.75 | 0.1515, 0.0684, 45.16 | 0.1564, 0.0684, 43.75 | 0.1466, 0.0684, 46.67 | 0.1515, 0.0684, 45.16 | 0.1564, 0.0684, 43.75 | 31500
0.1613, 0.0684, 42.42 | 0.1564, 0.0684, 43.75 | 0.1613, 0.0684, 42.42 | 0.1613, 0.0684, 42.42 | 0.1613, 0.0684, 42.42 | 0.1564, 0.0684, 43.75 | 0.1613, 0.0684, 42.42 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 0.1564, 0.0684, 43.75 | 31600
0.1564, 0.0684, 43.75 | 0.1711, 0.0684, 40.00 | 0.1613, 0.0684, 42.42 | 0.1564, 0.0635, 40.63 | 0.1613, 0.0684, 42.42 | 0.1662, 0.0684, 41.18 | 0.1564, 0.0684, 43.75 | 0.1662, 0.0684, 41.18 | 0.1662, 0.0684, 41.18 | 0.1564, 0.0635, 40.63 | 31700
0.1662, 0.0684, 41.18 | 0.1613, 0.0684, 42.42 | 0.1711, 0.0684, 40.00 | 0.1613, 0.0684, 42.42 | 0.1662, 0.0684, 41.18 | 0.1662, 0.0684, 41.18 | 0.1662, 0.0684, 41.18 | 0.1662, 0.0684, 41.18 | 0.1613, 0.0684, 42.42 | 0.1662, 0.0684, 41.18 | 31800
0.1711, 0.0684, 40.00 | 0.1711, 0.0684, 40.00 | 0.1711, 0.0635, 37.14 | 0.1662, 0.0684, 41.18 | 0.1711, 0.0684, 40.00 | 0.1711, 0.0684, 40.00 | 0.1711, 0.0684, 40.00 | 0.1711, 0.0684, 40.00 | 0.1711, 0.0538, 31.43 | 0.1711, 0.0635, 37.14 | 31900
0.1857, 0.0733, 39.47 | 0.1857, 0.0684, 36.84 | 0.1857, 0.0684, 36.84 | 0.1857, 0.0684, 36.84 | 0.1955, 0.0733, 37.50 | 0.1857, 0.0733, 39.47 | 0.1906, 0.0733, 38.46 | 0.1857, 0.0733, 39.47 | 0.1711, 0.0733, 42.86 | 0.1857, 0.0684, 36.84 | 32000
0.1857, 0.0733, 39.47 | 0.1906, 0.0733, 38.46 | 0.1857, 0.0733, 39.47 | 0.1857, 0.0733, 39.47 | 0.1857, 0.0733, 39.47 | 0.1906, 0.0733, 38.46 | 0.1906, 0.0733, 38.46 | 0.1857, 0.0733, 39.47 | 0.1857, 0.0538, 28.95 | 0.1857, 0.0733, 39.47 | 32100
0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0587, 30.00 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 0.1955, 0.0733, 37.50 | 32200
0.2004, 0.1026, 51.22 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0733, 36.59 | 0.2004, 0.0978, 48.78 | 0.2004, 0.0733, 36.59 | 0.2053, 0.0733, 35.71 | 32300
0.1955, 0.0684, 35.00 | 0.2053, 0.0733, 35.71 | 0.2004, 0.0684, 34.15 | 0.2004, 0.0782, 39.02 | 0.2004, 0.0782, 39.02 | 0.2053, 0.0782, 38.10 | 0.2053, 0.0929, 45.24 | 0.2004, 0.0733, 36.59 | 0.2151, 0.0782, 36.36 | 0.2053, 0.1222, 59.52 | 32400
0.2102, 0.0782, 37.21 | 0.2102, 0.0782, 37.21 | 0.2102, 0.0782, 37.21 | 0.2102, 0.0782, 37.21 | 0.2102, 0.0782, 37.21 | 0.2102, 0.0782, 37.21 | 0.2151, 0.0782, 36.36 | 0.2151, 0.0782, 36.36 | 0.2297, 0.0782, 34.04 | 0.2102, 0.0782, 37.21 | 32500
0.2151, 0.0635, 29.55 | 0.2151, 0.0782, 36.36 | 0.2151, 0.0782, 36.36 | 0.2199, 0.0782, 35.56 | 0.2199, 0.0831, 37.78 | 0.2199, 0.0782, 35.56 | 0.2199, 0.0782, 35.56 | 0.2199, 0.0831, 37.78 | 0.2199, 0.0831, 37.78 | 0.2199, 0.0782, 35.56 | 32600
